config,phase,epoch,loss,accuracy,precision,recall,f1
conf1_1,train,47,0.5895491327558245,0.6942675113677979,0.6893317699432373,0.6909518241882324,0.6901408433914185
conf1_1,eval,47,0.6533163785934448,0.6300211548805237,0.6554622054100037,0.6265060305595398,0.6406570672988892
conf1_1,train,48,0.5918353625706264,0.6890561580657959,0.6891566514968872,0.6721504330635071,0.680547297000885
conf1_1,eval,48,0.6501016616821289,0.6617336273193359,0.6561403274536133,0.7510040402412415,0.7003745436668396
conf1_1,train,49,0.5869595663888114,0.6960046291351318,0.6856492161750793,0.7074030637741089,0.6963562965393066
conf1_1,eval,49,0.6625424027442932,0.5750528573989868,0.6481481194496155,0.4216867387294769,0.510948896408081
conf1_1,train,50,0.5866047995431083,0.6977417469024658,0.7063990235328674,0.6615746021270752,0.6832524538040161
conf1_1,eval,50,0.6460033655166626,0.6384778022766113,0.646616518497467,0.6907630562782288,0.6679611802101135
conf1_1,train,51,0.5913390432085309,0.6994788646697998,0.6943793892860413,0.696827232837677,0.6956011652946472
conf1_1,eval,51,0.6491695642471313,0.6321353316307068,0.6609442234039307,0.6184738874435425,0.6390041708946228
conf1_1,train,52,0.5776478222438267,0.7261146306991577,0.7288135886192322,0.7074030637741089,0.7179487347602844
conf1_1,eval,52,0.6526771783828735,0.6131078004837036,0.6499999761581421,0.5742971897125244,0.609808087348938
conf1_1,train,53,0.5724270684378487,0.7156919240951538,0.7211301922798157,0.6897767186164856,0.7051051259040833
conf1_1,eval,53,0.6576155424118042,0.646934449672699,0.6357616186141968,0.7710843086242676,0.6969146728515625
conf1_1,train,54,0.5844879150390625,0.7035321593284607,0.6941580772399902,0.7121034264564514,0.7030162215232849
conf1_1,eval,54,0.6538302898406982,0.6131078004837036,0.6601941585540771,0.5461847186088562,0.5978022217750549
conf1_1,train,55,0.574772562299456,0.7156919240951538,0.7117646932601929,0.7109283208847046,0.7113462686538696
conf1_1,eval,55,0.653999924659729,0.6279069781303406,0.6729857921600342,0.5702811479568481,0.6173912882804871
conf1_1,train,56,0.578505107334682,0.7087435126304626,0.7132353186607361,0.683901309967041,0.6982603669166565
conf1_1,eval,56,0.6440761089324951,0.6596194505691528,0.6679389476776123,0.7028112411499023,0.6849315166473389
conf1_1,train,57,0.5757622037615094,0.7261146306991577,0.7207943797111511,0.7250293493270874,0.722905695438385
conf1_1,eval,57,0.6515902876853943,0.6300211548805237,0.6651785969734192,0.5983935594558716,0.6300211548805237
conf1_1,train,58,0.5723780223301479,0.7064273357391357,0.7067307829856873,0.6909518241882324,0.698752224445343
conf1_1,eval,58,0.6492788791656494,0.6321353316307068,0.6530612111091614,0.6425702571868896,0.647773265838623
conf1_1,train,59,0.5747670446123395,0.7058482766151428,0.7088915705680847,0.683901309967041,0.6961722373962402
conf1_1,eval,59,0.6514672040939331,0.6300211548805237,0.6528925895690918,0.6345381736755371,0.6435845494270325
conf1,train,0,0.7154855046953473,0.49276202917099,0.49276202917099,1.0,0.6602017283439636
conf1,eval,0,0.6918548345565796,0.5285412073135376,0.5275423526763916,1.0,0.6907073259353638
conf1,train,1,0.6876976830618722,0.5303995609283447,0.51408451795578,0.8578143119812012,0.642888605594635
conf1,eval,1,0.6831326484680176,0.5560253858566284,0.570397138595581,0.6345381736755371,0.6007604598999023
conf1,train,2,0.6780082838875907,0.6004632115364075,0.5905511975288391,0.6169212460517883,0.6034482717514038
conf1,eval,2,0.6834154725074768,0.562367856502533,0.6082473993301392,0.4738955795764923,0.5327313542366028
conf1,train,3,0.6774407795497349,0.5958309173583984,0.6212361454963684,0.4606345593929291,0.5290148258209229
conf1,eval,3,0.6830198168754578,0.5665962100028992,0.6264367699623108,0.43775099515914917,0.5153664350509644
conf1,train,4,0.6737973349434989,0.6062536239624023,0.6091954112052917,0.5605170130729675,0.5838433504104614
conf1,eval,4,0.6836424469947815,0.5750528573989868,0.6904761791229248,0.34939759969711304,0.46399998664855957
conf1,train,5,0.6735598019191197,0.6039374470710754,0.6653465628623962,0.3948296010494232,0.4955752193927765
conf1,eval,5,0.6804062128067017,0.5813953280448914,0.6424580812454224,0.4618473947048187,0.5373831987380981
conf1,train,6,0.6723976816449847,0.6160972714424133,0.653094470500946,0.4712103307247162,0.5474402904510498
conf1,eval,6,0.678784191608429,0.5856236815452576,0.6373056769371033,0.4939759075641632,0.5565611124038696
conf1,train,7,0.6694842747279576,0.6166763305664062,0.6451612710952759,0.4935370087623596,0.5592543482780457
conf1,eval,7,0.6792478561401367,0.579281210899353,0.6838235259056091,0.3734939694404602,0.48311689496040344
conf1,train,8,0.6695470809936523,0.6108859181404114,0.689217746257782,0.3830787241458893,0.4924471378326416
conf1,eval,8,0.6758036613464355,0.5835095047950745,0.6326530575752258,0.49799197912216187,0.5573033690452576
conf1,train,9,0.6659959384373256,0.6195715069770813,0.6689895391464233,0.451233834028244,0.538947343826294
conf1,eval,9,0.6752304434776306,0.5813953280448914,0.647398829460144,0.44979920983314514,0.5308057069778442
conf1,train,10,0.6632390022277832,0.6247828602790833,0.7084189057350159,0.4054054021835327,0.5156950950622559
conf1,eval,10,0.6732833385467529,0.5877378582954407,0.6184210777282715,0.5662650465965271,0.5911949872970581
conf1,train,11,0.6628814424787249,0.6386798024177551,0.685761034488678,0.4923619329929352,0.5731874108314514
conf1,eval,11,0.6722614765167236,0.5877378582954407,0.6436170339584351,0.4859437644481659,0.5537757277488708
conf1,train,12,0.6633095741271973,0.6294151544570923,0.6625577807426453,0.5052878856658936,0.5733333230018616
conf1,eval,12,0.6710460186004639,0.5729386806488037,0.620512843132019,0.4859437644481659,0.545045018196106
conf1,train,13,0.6584580285208566,0.6369426846504211,0.6777777671813965,0.5017626285552979,0.5766373872756958
conf1,eval,13,0.6705724596977234,0.579281210899353,0.650602400302887,0.4337349534034729,0.5204819440841675
conf1,train,14,0.6550466673714774,0.6346265077590942,0.6833333373069763,0.4817861318588257,0.5651274919509888
conf1,eval,14,0.6687599420547485,0.5771670341491699,0.6399999856948853,0.44979920983314514,0.5283018946647644
conf1,train,15,0.6540817533220563,0.6346265077590942,0.6774193644523621,0.4935370087623596,0.5710400938987732
conf1,eval,15,0.6651967763900757,0.6004228591918945,0.6304348111152649,0.5823293328285217,0.6054279804229736
conf1,train,16,0.6514725685119629,0.6328893899917603,0.6741573214530945,0.4935370087623596,0.5698778629302979
conf1,eval,16,0.6636624932289124,0.6152219772338867,0.624535322189331,0.6746987700462341,0.6486486196517944
conf1,train,17,0.6499205998011998,0.649102509021759,0.6622516512870789,0.5875440835952759,0.6226649880409241
conf1,eval,17,0.6646255254745483,0.5877378582954407,0.6551724076271057,0.45783132314682007,0.5390070676803589
conf1,train,18,0.6445223944527763,0.6450492143630981,0.6797583103179932,0.5287896394729614,0.5948446989059448
conf1,eval,18,0.6607785820960999,0.621564507484436,0.6190476417541504,0.7309237122535706,0.6703498959541321
conf1,train,19,0.6431385449000767,0.6485234498977661,0.6540403962135315,0.6086956262588501,0.6305538415908813
conf1,eval,19,0.6601144075393677,0.5940803289413452,0.643216073513031,0.5140562057495117,0.5714285969734192
conf1,train,20,0.6442758696419852,0.6392588019371033,0.6578947305679321,0.5581668615341187,0.6039415001869202
conf1,eval,20,0.6589992642402649,0.5919661521911621,0.6473684310913086,0.4939759075641632,0.5603644847869873
conf1,train,21,0.636587279183524,0.6519976854324341,0.6698369383811951,0.5793184638023376,0.62129807472229
conf1,eval,21,0.6563131809234619,0.6173361539840698,0.6452991366386414,0.6064257025718689,0.6252588033676147
conf1,train,22,0.631209100995745,0.6537348031997681,0.6595208048820496,0.6145710945129395,0.6362530589103699
conf1,eval,22,0.6647214889526367,0.5835095047950745,0.6645569801330566,0.42168673872947693,0.5159705281257629
conf1,train,23,0.6300262042454311,0.652576744556427,0.6662251949310303,0.5910693407058716,0.6264010071754456
conf1,eval,23,0.6594840288162231,0.5877378582954407,0.6451612710952759,0.4819277226924896,0.5517241358757019
conf1,train,24,0.6272883415222168,0.6566299796104431,0.6747967600822449,0.5851938724517822,0.626809298992157
conf1,eval,24,0.6530440449714661,0.6363636255264282,0.6199377179145813,0.7991967797279358,0.6982455849647522
conf1,train,25,0.6253994532993862,0.6583670973777771,0.6522753834724426,0.6568742394447327,0.654566764831543
conf1,eval,25,0.6815884709358215,0.5475687384605408,0.6732673048973083,0.2730923593044281,0.38857144117355347
conf1,train,26,0.6260088511875698,0.6676317453384399,0.6796368360519409,0.6157462000846863,0.6461158990859985
conf1,eval,26,0.658797025680542,0.6004228591918945,0.6595744490623474,0.49799197912216187,0.5675057172775269
conf1,train,27,0.6200057438441685,0.665894627571106,0.6747449040412903,0.6216216087341309,0.6470947861671448
conf1,eval,27,0.6578983068466187,0.6194503307342529,0.6000000238418579,0.8313252925872803,0.6969696879386902
conf1,train,28,0.6212088721139091,0.6502605676651001,0.6515337228775024,0.6239718198776245,0.6374549865722656
conf1,eval,28,0.653878390789032,0.6236786246299744,0.6236934065818787,0.718875527381897,0.6679104566574097
conf1,train,29,0.6087816783360073,0.68210768699646,0.6784870028495789,0.674500584602356,0.676487922668457
conf1,eval,29,0.6791201233863831,0.5644820332527161,0.6936936974525452,0.30923694372177124,0.4277777671813965
conf1,train,30,0.6038399423871722,0.6861609816551208,0.6983311772346497,0.6392479538917542,0.6674846410751343
conf1,eval,30,0.6602402925491333,0.5940803289413452,0.6815286874771118,0.42971888184547424,0.5270935893058777
conf1,train,31,0.6152402332850865,0.683844804763794,0.6937738060951233,0.641598105430603,0.6666666865348816
conf1,eval,31,0.6487529277801514,0.6279069781303406,0.6377358436584473,0.6787148714065552,0.6575875282287598
conf1,train,32,0.6048259735107422,0.690214216709137,0.6889952421188354,0.6768507361412048,0.682869017124176
conf1,eval,32,0.6572192907333374,0.6025369763374329,0.6804733872413635,0.4618473947048187,0.5502392053604126
conf1,train,33,0.6057157516479492,0.6763173341751099,0.6798029541969299,0.6486486196517944,0.6638604998588562
conf1,eval,33,0.6471490859985352,0.621564507484436,0.65625,0.5903614163398743,0.621564507484436
conf1,train,34,0.5929513658796038,0.7058482766151428,0.7162673473358154,0.6674500703811646,0.6909975409507751
conf1,eval,34,0.6347472071647644,0.6279069781303406,0.6298932433128357,0.7108433842658997,0.6679245233535767
conf1,train,35,0.5958600044250488,0.6925303936004639,0.6951219439506531,0.6698002219200134,0.6822262406349182
conf1,eval,35,0.6533031463623047,0.6363636255264282,0.6584362387657166,0.6425702571868896,0.6504064798355103
conf1,train,36,0.5914480345589774,0.6936884522438049,0.6982758641242981,0.6662749648094177,0.6819002032279968
conf1,eval,36,0.6483064889907837,0.6448202729225159,0.6391752362251282,0.7469879388809204,0.6888889074325562
conf1,train,37,0.588369641985212,0.6971626877784729,0.6943128108978271,0.6886016726493835,0.6914454102516174
conf1,eval,37,0.6502572298049927,0.6384778022766113,0.6598360538482666,0.6465863585472107,0.6531440019607544
conf1,train,38,0.591876779283796,0.6844238638877869,0.6821428537368774,0.6733254790306091,0.6777055263519287
conf1,eval,38,0.7025620937347412,0.5391120314598083,0.6666666865348816,0.24899598956108093,0.3625730872154236
conf1,train,39,0.5926708493913923,0.6983208060264587,0.7083333134651184,0.6592244505882263,0.68289715051651
conf1,eval,39,0.6416833400726318,0.6257928013801575,0.6439999938011169,0.6465863585472107,0.6452905535697937
conf1,train,40,0.5871921266828265,0.6948465704917908,0.6937798857688904,0.6815510988235474,0.6876111626625061
conf1,eval,40,0.7028990387916565,0.5496828556060791,0.695652186870575,0.25702810287475586,0.37536656856536865
conf1,train,41,0.5866812978472028,0.6948465704917908,0.7035176157951355,0.6580493450164795,0.680024266242981
conf1,eval,41,0.6521886587142944,0.6088795065879822,0.7077922224998474,0.43775099515914917,0.540942907333374
conf1,train,42,0.583242688860212,0.6960046291351318,0.6987804770469666,0.6733254790306091,0.6858168840408325
conf1,eval,42,0.6369274854660034,0.6321353316307068,0.6865671873092651,0.5542168617248535,0.6133333444595337
conf1,train,43,0.575542858668736,0.7035321593284607,0.7064555287361145,0.6815510988235474,0.6937798857688904
conf1,eval,43,0.6903705596923828,0.5835095047950745,0.7131147384643555,0.34939759969711304,0.46900269389152527
conf1,train,44,0.5696356637137276,0.7087435126304626,0.7196969985961914,0.6698002219200134,0.6938527226448059
conf1,eval,44,0.6580919027328491,0.6131078004837036,0.7142857313156128,0.4417670667171478,0.5459057092666626
conf1,train,45,0.5771487099783761,0.7122177481651306,0.7196030020713806,0.6815510988235474,0.7000603675842285
conf1,eval,45,0.6944788694381714,0.579281210899353,0.719298243522644,0.32931727170944214,0.45179063081741333
conf1,train,46,0.5720302036830357,0.7145338654518127,0.7248743772506714,0.6780258417129517,0.7006678581237793
conf1,eval,46,0.6512777805328369,0.6384778022766113,0.6547619104385376,0.6626505851745605,0.658682644367218
conf1,train,47,0.5588622093200684,0.7133758068084717,0.7134292721748352,0.6991774439811707,0.7062314748764038
conf1,eval,47,0.6539530158042908,0.6384778022766113,0.703125,0.5421686768531799,0.6122449040412903
conf1,train,48,0.556689875466483,0.7307469844818115,0.7388613820075989,0.7015275955200195,0.719710648059845
conf1,eval,48,0.6553619503974915,0.6173361539840698,0.615646243095398,0.7269076108932495,0.6666666865348816
conf1,train,49,0.5551011562347412,0.7162709832191467,0.7136094570159912,0.7085781693458557,0.7110849022865295
conf1,eval,49,0.6427150368690491,0.6342494487762451,0.632867157459259,0.7269076108932495,0.6766355037689209
conf1,train,50,0.5632514613015311,0.7110596299171448,0.7151589393615723,0.6874265670776367,0.7010185718536377
conf1,eval,50,0.6530325412750244,0.6384778022766113,0.6226415038108826,0.7951807379722595,0.6984127163887024
conf1,train,51,0.5608065468924386,0.7127967476844788,0.7100591659545898,0.7050528526306152,0.7075471878051758
conf1,eval,51,0.6934080123901367,0.5983086824417114,0.7062937021255493,0.4056224822998047,0.5153061151504517
conf1,train,52,0.5483043875013079,0.7342212200164795,0.7431761622428894,0.7038778066635132,0.7229933738708496
conf1,eval,52,0.6615198850631714,0.6194503307342529,0.6245487332344055,0.694779098033905,0.6577946543693542
conf1,train,53,0.5481560570853097,0.7284308075904846,0.7301204800605774,0.7121034264564514,0.7209994196891785
conf1,eval,53,0.6625857353210449,0.6109936833381653,0.6156583428382874,0.694779098033905,0.652830183506012
conf1,train,54,0.5525095803397042,0.7336421608924866,0.735826313495636,0.716803789138794,0.726190447807312
conf1,eval,54,0.6606971025466919,0.621564507484436,0.6495726704597473,0.6104417443275452,0.6293995976448059
conf1,train,55,0.5346637112753732,0.7446438670158386,0.7463942170143127,0.7297297120094299,0.7379679083824158
conf1,eval,55,0.6656433343887329,0.6342494487762451,0.6711711883544922,0.5983935594558716,0.6326963901519775
conf1,train,56,0.5454223155975342,0.7284308075904846,0.7381545901298523,0.695652186870575,0.7162734270095825
conf1,eval,56,0.6761196851730347,0.6279069781303406,0.6852791905403137,0.5421686768531799,0.605381190776825
conf1,train,57,0.5467625686100551,0.7255356311798096,0.7301587462425232,0.7027027010917664,0.716167688369751
conf1,eval,57,0.670470118522644,0.6236786246299744,0.707602322101593,0.4859437644481659,0.5761904716491699
conf1,train,58,0.5423433099474225,0.7429067492485046,0.7566204071044922,0.7050528526306152,0.7299270033836365
conf1,eval,58,0.6741516590118408,0.5940803289413452,0.6117647290229797,0.6265060305595398,0.6190476417541504
conf1,train,59,0.5331353119441441,0.7440648674964905,0.7425860166549683,0.7356051802635193,0.7390791177749634
conf1,eval,59,0.6516531705856323,0.646934449672699,0.6915887594223022,0.5943775177001953,0.6393088698387146
