config,phase,epoch,loss,accuracy,precision,recall,f1
conf1_1,train,0,0.7171008246285575,0.49276202917099,0.49276202917099,1.0,0.6602017283439636
conf1_1,eval,0,0.694868266582489,0.5264270901679993,0.5264270901679993,1.0,0.6897506713867188
conf1_1,train,1,0.689091546194894,0.5217139720916748,0.5077112913131714,0.9670975208282472,0.6658576130867004
conf1_1,eval,1,0.6798255443572998,0.5665962100028992,0.557894766330719,0.8514056205749512,0.6740858554840088
conf1_1,train,2,0.6751842498779297,0.5917776226997375,0.567717969417572,0.7191539406776428,0.6345256567001343
conf1_1,eval,2,0.6762045621871948,0.5919661521911621,0.6296296119689941,0.5461847186088562,0.5849462151527405
conf1_1,train,3,0.6718532017299107,0.6091488003730774,0.6290322542190552,0.5041127800941467,0.5596868991851807
conf1_1,eval,3,0.675654411315918,0.5750528573989868,0.6428571343421936,0.4337349534034729,0.5179855823516846
conf1_1,train,4,0.6677663666861398,0.6120440363883972,0.6321167945861816,0.5088131427764893,0.5638020634651184
conf1_1,eval,4,0.6751297116279602,0.5496828556060791,0.6285714507102966,0.3534136414527893,0.4524421691894531
conf1_1,train,5,0.6677192960466657,0.6189924478530884,0.6831119656562805,0.4230317175388336,0.5224963426589966
conf1_1,eval,5,0.6730369329452515,0.5729386806488037,0.6459627151489258,0.4176706969738006,0.507317066192627
conf1_1,train,6,0.6657394681658063,0.6189924478530884,0.6655231714248657,0.4559341967105865,0.5411436557769775
conf1_1,eval,6,0.6708852648735046,0.5919661521911621,0.6573033928871155,0.4698795080184936,0.5480093955993652
conf1_1,train,7,0.6614933695111956,0.6265199780464172,0.6574923396110535,0.5052878856658936,0.5714285969734192
conf1_1,eval,7,0.6705235242843628,0.5644820332527161,0.6405228972434998,0.3935742974281311,0.4875621795654297
conf1_1,train,8,0.6616161891392299,0.6050955653190613,0.6653620600700378,0.3995299637317657,0.4992657899856567
conf1_1,eval,8,0.6675868034362793,0.579281210899353,0.6420454382896423,0.4538152515888214,0.5317646861076355
conf1_1,train,9,0.6581693376813617,0.6369426846504211,0.6818181872367859,0.4935370087623596,0.5725971460342407
conf1_1,eval,9,0.6663552522659302,0.5771670341491699,0.6353591084480286,0.4618473947048187,0.5348837375640869
conf1_1,train,10,0.6558711188180106,0.6328893899917603,0.6947935223579407,0.4547591209411621,0.5497159361839294
conf1_1,eval,10,0.6640714406967163,0.5940803289413452,0.6325581669807434,0.5461847186088562,0.5862069129943848
conf1_1,train,11,0.6549476214817592,0.6392588019371033,0.6737805008888245,0.5193889737129211,0.586595892906189
conf1_1,eval,11,0.6629140377044678,0.5961945056915283,0.6380952596664429,0.5381526350975037,0.5838779807090759
conf1_1,train,12,0.6566674368722099,0.6427330374717712,0.6661931872367859,0.5511163473129272,0.6032154560089111
conf1_1,eval,12,0.6621385812759399,0.5898520350456238,0.6424870491027832,0.4979919791221618,0.5610859990119934
conf1_1,train,13,0.6509048598153251,0.6392588019371033,0.6647399067878723,0.5405405163764954,0.5962411165237427
conf1_1,eval,13,0.6623263359069824,0.579281210899353,0.6420454382896423,0.4538152515888214,0.5317646861076355
conf1_1,train,14,0.6487955365862165,0.6305732727050781,0.6698564887046814,0.4935370087623596,0.5683355927467346
conf1_1,eval,14,0.6594493985176086,0.5877378582954407,0.6273584961891174,0.5341365337371826,0.5770065188407898
conf1_1,train,15,0.6451623099190849,0.6363636255264282,0.6656760573387146,0.5264394879341125,0.5879265069961548
conf1_1,eval,15,0.6575220823287964,0.6152219772338867,0.6437768340110779,0.6024096608161926,0.6224066615104675
conf1_1,train,16,0.6448380606515067,0.6444701552391052,0.6719883680343628,0.5440658330917358,0.6012986898422241
conf1_1,eval,16,0.656162679195404,0.6321353316307068,0.654321014881134,0.6385542154312134,0.6463414430618286
conf1_1,train,17,0.6420060566493443,0.657209038734436,0.6710700392723083,0.5969447493553162,0.6318408250808716
conf1_1,eval,17,0.6580167412757874,0.5877378582954407,0.6483516693115234,0.4738955795764923,0.5475637912750244
conf1_1,train,18,0.6421915463038853,0.6444701552391052,0.6680850982666016,0.5534664988517761,0.6053984761238098
conf1_1,eval,18,0.654160737991333,0.6384778022766113,0.65234375,0.6706827282905579,0.6613861322402954
conf1_1,train,19,0.6410653250558036,0.6618413329124451,0.6594982147216797,0.6486486196517944,0.6540284156799316
conf1_1,eval,19,0.6553786993026733,0.5919661521911621,0.6399999856948853,0.5140562057495117,0.570155918598175
conf1_1,train,20,0.6382639067513602,0.6548928618431091,0.6697736382484436,0.5910693407058716,0.6279650330543518
conf1_1,eval,20,0.6541931629180908,0.6004228591918945,0.6456310749053955,0.5341365337371826,0.5846154093742371
conf1_1,train,21,0.6345746857779366,0.6456282734870911,0.6599732041358948,0.5793184638023376,0.6170212626457214
conf1_1,eval,21,0.6515982747077942,0.6257928013801575,0.6525423526763916,0.6184738874435425,0.6350515484809875
conf1_1,train,22,0.6299941199166434,0.6618413329124451,0.6610373854637146,0.6439483165740967,0.6523809432983398
conf1_1,eval,22,0.6568306684494019,0.5919661521911621,0.6728395223617554,0.4377509951591491,0.5304136276245117
conf1_1,train,23,0.6320233345031738,0.6421540379524231,0.6629370450973511,0.5569917559623718,0.6053639650344849
conf1_1,eval,23,0.6512302160263062,0.6173361539840698,0.647826075553894,0.5983935594558716,0.6221294403076172
conf1_1,train,24,0.6279497146606445,0.6629993915557861,0.6829931735992432,0.5898942351341248,0.633039116859436
conf1_1,eval,24,0.649437427520752,0.6448202729225159,0.6411150097846985,0.7389557957649231,0.6865671873092651
conf1_1,train,25,0.6295938491821289,0.654313862323761,0.6466512680053711,0.6580493450164795,0.6523005366325378
conf1_1,eval,25,0.6539380550384521,0.6088795065879822,0.6720430254936218,0.5020080208778381,0.5747126340866089
conf1_1,train,26,0.6266795567103794,0.6647365093231201,0.6743589639663696,0.6180963516235352,0.645003080368042
conf1_1,eval,26,0.6576536893844604,0.5877378582954407,0.6666666865348816,0.4337349534034729,0.525547444820404
conf1_1,train,27,0.6271115030561175,0.6601042151451111,0.6741424798965454,0.6004700064659119,0.6351771354675293
conf1_1,eval,27,0.6501752734184265,0.6532769799232483,0.6534296274185181,0.7269076108932495,0.6882129311561584
conf1_1,train,28,0.628216130392892,0.6537348031997681,0.6544566750526428,0.6298472285270691,0.6419161558151245
conf1_1,eval,28,0.6496722102165222,0.6342494487762451,0.6570248007774353,0.6385542154312134,0.6476578116416931
conf1_1,train,29,0.6206434113638741,0.67342209815979,0.6706302165985107,0.662749707698822,0.6666666865348816
conf1_1,eval,29,0.6623680591583252,0.5750528573989868,0.6714285612106323,0.3775100409984588,0.4832904934883117
conf1_1,train,30,0.6159766060965401,0.6664736270904541,0.6875852942466736,0.5922444462776184,0.6363636255264282
conf1_1,eval,30,0.6521444916725159,0.6109936833381653,0.6719576716423035,0.5100401639938354,0.5799086689949036
conf1_1,train,31,0.6233519826616559,0.667052686214447,0.6849865913391113,0.6004700064659119,0.6399499177932739
conf1_1,eval,31,0.6476356983184814,0.6363636255264282,0.6533864736557007,0.6586345434188843,0.656000018119812
conf1_1,train,32,0.618513652256557,0.6757382750511169,0.6709753274917603,0.6709753274917603,0.6709753274917603
conf1_1,eval,32,0.6503024101257324,0.6131078004837036,0.6617646813392639,0.5421686768531799,0.5960264801979065
conf1_1,train,33,0.61536591393607,0.6595252156257629,0.6670902371406555,0.6169212460517883,0.6410256624221802
conf1_1,eval,33,0.6500131487846375,0.6342494487762451,0.6570248007774353,0.6385542154312134,0.6476578116416931
conf1_1,train,34,0.6095044272286552,0.6797915697097778,0.6830466985702515,0.653348982334137,0.6678678393363953
conf1_1,eval,34,0.6505082845687866,0.6279069781303406,0.6763284802436829,0.5622490048408508,0.6140350699424744
conf1_1,train,35,0.6121174948556083,0.678633451461792,0.6791767477989197,0.6592244505882263,0.6690518856048584
conf1_1,eval,35,0.6518864035606384,0.621564507484436,0.6650943160057068,0.5662650465965271,0.6117136478424072
conf1_1,train,36,0.6039280891418457,0.683844804763794,0.6918238997459412,0.6462984681129456,0.6682867407798767
conf1_1,eval,36,0.6505351066589355,0.6279069781303406,0.6540084481239319,0.6224899888038635,0.6378600597381592
conf1_1,train,37,0.6058811460222516,0.6913723349571228,0.6897374987602234,0.6792009472846985,0.6844286322593689
conf1_1,eval,37,0.650321364402771,0.6384778022766113,0.6756756901741028,0.6024096608161926,0.6369426846504211
conf1_1,train,38,0.6029537745884487,0.6815286874771118,0.6752037405967712,0.6815510988235474,0.6783625483512878
conf1_1,eval,38,0.6634429097175598,0.579281210899353,0.6689189076423645,0.3975903689861297,0.498740553855896
conf1_1,train,39,0.6018614087785993,0.6867400407791138,0.7083333134651184,0.619271457195282,0.6608150601387024
conf1_1,eval,39,0.6479887962341309,0.6405919790267944,0.6425992846488953,0.7148594260215759,0.6768060922622681
conf1_1,train,40,0.6083252089364188,0.6711059808731079,0.6662749648094177,0.6662749648094177,0.6662749648094177
conf1_1,eval,40,0.6684136986732483,0.5665962100028992,0.6594203114509583,0.3654618561267853,0.4702842235565185
conf1_1,train,41,0.6037861279078892,0.6763173341751099,0.6891191601753235,0.6251468658447266,0.6555761098861694
conf1_1,eval,41,0.6519297361373901,0.6194503307342529,0.6635071039199829,0.5622490048408508,0.6086956262588501
conf1_1,train,42,0.5952775137765067,0.7006369233131409,0.7066831588745117,0.6709753274917603,0.6883664727210999
conf1_1,eval,42,0.6495572924613953,0.6405919790267944,0.6612244844436646,0.650602400302887,0.6558704376220703
conf1_1,train,43,0.5959021704537528,0.690214216709137,0.6863207817077637,0.683901309967041,0.6851089000701904
conf1_1,eval,43,0.653380274772644,0.6109936833381653,0.6570048332214355,0.5461847186088562,0.5964912176132202
conf1_1,train,44,0.5926299776349749,0.7029531002044678,0.7060975432395935,0.6803760528564453,0.6929982304573059
conf1_1,eval,44,0.659925639629364,0.5813953280448914,0.647398829460144,0.4497992098331451,0.5308057069778442
conf1_1,train,45,0.5944781303405762,0.6948465704917908,0.6937798857688904,0.6815510988235474,0.6876111626625061
conf1_1,eval,45,0.6640929579734802,0.5708245038986206,0.6455696225166321,0.4096385538578033,0.5012285113334656
conf1_1,train,46,0.5913494655064174,0.6890561580657959,0.7007672786712646,0.6439483165740967,0.6711573600769043
conf1_1,eval,46,0.6521870493888855,0.6384778022766113,0.64552241563797,0.694779098033905,0.6692456603050232
